Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence,School_Programs,Family_Background,Mental_Health,Access_to_Counseling,Parental_Supervision,Substance_Education,Community_Support,Media_Influence,Age_Midpoint,Risk_Index,Protection_Index,Net_Risk,High_Peer_Influence,High_Media_Influence,High_Risk_Index,Smoking_Prevalence_scaled,Drug_Experimentation_scaled,Peer_Influence_scaled,Family_Background_scaled,Mental_Health_scaled,Parental_Supervision_scaled,Community_Support_scaled,Media_Influence_scaled,High_Peer_Influence_scaled,High_Media_Influence_scaled,High_Risk_Index_scaled
2024,25-29,Male,37.71,19.46,Low,5,Yes,2,4,Yes,1,No,10,8,27.0,0.3571930035607641,-0.41334979242215236,0.7705427959829165,0,0,0,0.7915868186472219,-1.1812808000895982,-0.15371947114824155,-1.226327685212211,-0.5104922478795085,-1.5660400475905938,1.5523183555363476,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,60-69,Female,44.99,42.47,High,8,No,4,1,No,5,Yes,3,2,64.5,-0.16319889735632787,-0.5324684818947669,0.36926958453843906,0,0,0,1.3526710595586904,0.13244718983633197,0.8941296845998259,-0.52822181027286,-1.5524549255489364,-0.18261244371197724,-0.8865711916994635,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,15-19,Male,11.78,65.31,Low,9,No,1,10,No,2,Yes,9,1,17.0,-0.1626101178635042,-0.5305527354095793,0.36794261754607505,1,0,0,-1.2068904295443128,1.4364692363338658,1.2434127365158483,-1.5753806226818865,1.5734331074593475,-1.2201831466209396,1.2039055630740887,-1.5686329722428567,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2020,60-69,Male,41.94,62.21,Low,5,Yes,9,9,Yes,2,No,1,4,64.5,-0.33901798229998636,-0.5288456820564676,0.18982769975648128,0,0,0,1.1176014256603413,1.2594785032278082,-0.15371947114824155,1.2170428770755175,1.2261122149028714,-1.2201831466209396,-1.583396776623981,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,30-39,Both,49.99,57.28,High,2,Yes,9,3,Yes,4,No,8,1,34.5,-1.385100799569583,0.514688767668572,-1.8997895672381548,0,0,0,1.7380311151297536,0.9780061438043037,-1.201568626896309,1.2170428770755175,-0.8578131404359844,-0.5284693446816314,0.85549277061183,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,15-19,Female,24.61,39.62,Middle,10,No,8,4,Yes,8,No,6,8,17.0,1.2304006333508204,0.6272051281633799,0.6031955051874405,1,0,1,-0.21805652694896416,-0.030270097051495214,1.5926957884318709,0.867989939605842,-0.5104922478795085,0.8549582591969852,0.1586671856873126,0.8681054782697698,2.05274556091395,-0.4998437451132192,1.771259541706893
2021,30-39,Female,15.08,22.28,High,1,Yes,6,8,No,7,Yes,2,6,34.5,-0.689478593201656,-0.18533285375596673,-0.5041457394456893,0,0,0,-0.9525527928674109,-1.0202763267479589,-1.5508516788123314,0.16988406466649103,0.8787913223463955,0.509101358227331,-1.2349839841617223,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,15-19,Male,15.4,30.66,Low,3,Yes,7,5,No,5,Yes,9,7,17.0,-0.16614279482044592,0.513410040499426,-0.6795528353198719,0,0,0,-0.9278897493108628,-0.5418304095128743,-0.8522855749802865,0.5189370021361666,-0.16317135532303248,-0.18261244371197724,1.2039055630740887,0.5199999853393946,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,30-39,Both,15.17,45.36,Low,6,Yes,4,3,No,10,Yes,4,6,34.5,0.18372903658840017,0.16009728387540956,0.023631752712990617,0,0,0,-0.9456163118671317,0.29744822811907595,0.19556358076778094,-0.52822181027286,-0.8578131404359844,1.5466720611362934,-0.5381583992372048,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,70-79,Male,10.49,50.57,Middle,6,Yes,9,2,No,2,Yes,7,8,74.5,0.5318345295187754,0.16797990286804973,0.36385462665072565,0,0,0,-1.3063133238816471,0.5949068473069985,0.19556358076778094,1.2170428770755175,-1.2051340329924605,-1.2201831466209396,0.5070799781495713,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,25-29,Female,9.95,67.8,High,3,Yes,4,7,Yes,6,No,5,3,27.0,-0.8623537806811964,-0.1849076532633764,-0.67744612741782,0,0,0,-1.347932209883322,1.5786327606674408,-0.8522855749802865,-0.52822181027286,0.5314704297899194,0.1632444572576769,-0.1897456067749461,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,60-69,Male,26.59,14.25,High,2,Yes,3,6,No,10,No,3,5,64.5,-0.6888898137088324,-0.07239129276856852,-0.6164985209402639,0,0,0,-0.06545394494282303,-1.4787394192775207,-1.201568626896309,-0.8772747477425354,0.1841495372334435,1.5466720611362934,-0.8865711916994635,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,15-19,Male,18.41,15.59,Middle,7,No,3,9,Yes,6,No,8,4,17.0,0.010265069616036127,0.04715416004232383,-0.036889090426287706,0,0,0,-0.6959029958570827,-1.4022337475478057,0.5448466326838034,-0.8772747477425354,1.2261122149028714,0.1632444572576769,0.85549277061183,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,15-19,Female,46.0,32.2,High,1,No,7,1,Yes,3,No,5,10,17.0,0.006732392659094422,-0.18171161676335504,0.18844400942244946,0,1,0,1.4305137907840448,-0.4539059808085746,-1.5508516788123314,0.5189370021361666,-1.5524549255489364,-0.8743262456512856,-0.1897456067749461,1.5643164641305203,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2020,10-14,Both,14.8,69.46,Middle,3,No,6,10,Yes,8,No,8,8,12.0,0.007909951644741675,0.6267783648251021,-0.6188684131803603,0,0,0,-0.9741329559793903,1.6734084435564907,-0.8522855749802865,0.16988406466649103,1.5734331074593475,0.8549582591969852,0.85549277061183,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,60-69,Male,12.27,18.92,Middle,9,Yes,7,10,Yes,6,Yes,1,10,64.5,1.4038646003231843,-0.30040510574337914,1.7042697060665635,1,1,1,-1.1691251440983486,-1.212111443920976,1.2434127365158483,0.5189370021361666,1.5734331074593475,0.1632444572576769,-1.583396776623981,1.5643164641305203,2.05274556091395,2.0006252149329002,1.771259541706893
2023,80+,Male,6.51,10.85,Middle,6,Yes,5,10,Yes,9,Yes,5,6,82.5,0.18372903658840017,0.27730022686283623,-0.09357119027443606,0,0,0,-1.6130599281162132,-1.6728582878454548,0.19556358076778094,-0.17916887280318447,1.5734331074593475,1.2008151601666393,-0.1897456067749461,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,50-59,Both,13.23,11.52,Low,6,Yes,3,10,No,2,Yes,3,8,54.5,0.5318345295187754,-0.9946763620209795,1.526510891539755,0,0,0,-1.0951360134287043,-1.6346054519805973,0.19556358076778094,-0.8772747477425354,1.5734331074593475,-1.2201831466209396,-0.8865711916994635,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,15-19,Female,20.62,28.8,High,1,No,2,8,Yes,7,No,10,1,17.0,-1.5597423255275942,0.2783640095171559,-1.83810633504475,0,0,0,-0.5255738512946726,-0.6480248493765087,-1.5508516788123314,-1.226327685212211,0.8787913223463955,0.509101358227331,1.5523183555363476,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,20-24,Female,9.39,46.57,Middle,7,No,6,10,No,6,Yes,4,6,22.0,0.3583705625464114,-0.06834329243767895,0.42671385498409037,0,0,0,-1.391092536107281,0.36653170781531136,0.5448466326838034,0.16988406466649103,1.5734331074593475,0.1632444572576769,-0.5381583992372048,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,80+,Male,6.33,37.3,High,2,Yes,9,10,Yes,1,No,6,5,82.5,-0.6888898137088324,-0.06344332827592122,-0.6254464854329111,0,0,0,-1.6269328901167717,-0.16272767795667378,-1.201568626896309,1.2170428770755175,1.5734331074593475,-1.5660400475905938,0.1586671856873126,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,15-19,Female,8.06,45.28,Middle,8,Yes,3,5,No,2,No,5,1,17.0,-0.3372516438215154,-0.7624011670461405,0.42514952322462507,0,0,0,-1.493598310889184,0.2928807253292423,0.8941296845998259,-0.8772747477425354,-0.16317135532303248,-1.2201831466209396,-0.1897456067749461,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,30-39,Male,15.13,38.45,Middle,1,Yes,1,8,Yes,3,No,10,1,34.5,-1.5597423255275942,-0.29912950426560814,-1.260612821261986,0,0,0,-0.9486991923117002,-0.0970698253528134,-1.5508516788123314,-1.5753806226818865,0.8787913223463955,-0.8743262456512856,1.5523183555363476,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,70-79,Male,39.8,18.49,High,7,Yes,3,6,No,5,Yes,9,3,74.5,-0.16378767684915146,0.048006123873191996,-0.21179380072234347,0,0,0,0.9526673218759262,-1.2366617714163326,0.5448466326838034,-0.8772747477425354,0.1841495372334435,-0.18261244371197724,1.2039055630740887,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,25-29,Both,15.37,45.38,Low,10,No,9,2,Yes,10,No,4,2,27.0,0.18608415455969463,0.7418521796582019,-0.5557680250985073,1,0,0,-0.9302019096442893,0.29859010381653456,1.5926957884318709,1.2170428770755175,-1.2051340329924605,1.5466720611362934,-0.5381583992372048,-1.2205274793124816,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2020,50-59,Female,7.66,36.97,High,9,Yes,4,10,Yes,3,Yes,10,9,54.5,1.2298118538579965,0.0499234332040673,1.1798884206539293,1,1,1,-1.524427115334869,-0.18156862696473786,1.2434127365158483,-0.52822181027286,1.5734331074593475,-0.8743262456512856,1.5523183555363476,1.216210971200145,2.05274556091395,2.0006252149329002,1.771259541706893
2020,70-79,Male,13.45,25.54,Low,10,Yes,4,5,No,2,Yes,1,7,74.5,1.0563478868856326,-1.11060057783926,2.166948464724893,1,0,1,-1.0781801709835777,-0.8341505880622339,1.5926957884318709,-0.52822181027286,-0.16317135532303248,-1.2201831466209396,-1.583396776623981,0.5199999853393946,2.05274556091395,-0.4998437451132192,1.771259541706893
2023,30-39,Both,8.76,47.3,Low,3,No,4,3,No,10,Yes,9,10,34.5,0.3560154445751169,0.7407852713125074,-0.38476982673739046,0,1,0,-1.4396479031092348,0.4082101707725441,-0.8522855749802865,-0.52822181027286,-0.8578131404359844,1.5466720611362934,1.2039055630740887,1.5643164641305203,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2024,50-59,Both,35.27,20.63,High,10,Yes,2,6,No,3,No,4,5,54.5,0.7082423939552576,-0.8796041100335671,1.5878465039888248,1,0,1,0.6035311115285432,-1.1144810717882798,1.5926957884318709,-1.226327685212211,0.1841495372334435,-0.8743262456512856,-0.5381583992372048,-0.17621100052135585,2.05274556091395,-0.4998437451132192,1.771259541706893
2023,15-19,Both,36.0,27.09,Low,8,Yes,8,4,No,3,No,7,2,17.0,-0.16319889735632787,0.1669145573680426,-0.3301134547243705,0,0,0,0.6597936796419183,-0.745655221509205,0.8941296845998259,0.867989939605842,-0.5104922478795085,-0.8743262456512856,0.5070799781495713,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,60-69,Both,12.38,28.62,High,7,No,8,10,No,7,No,10,1,64.5,-0.5118931697795266,0.976469884456507,-1.4883630542360335,0,0,0,-1.160647222875785,-0.6583017306536346,0.5448466326838034,0.867989939605842,1.5734331074593475,0.509101358227331,1.5523183555363476,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,40-49,Female,13.36,55.96,High,4,Yes,8,5,No,9,No,7,10,44.5,0.5306569705331281,0.8586283593073508,-0.3279713887742227,0,1,0,-1.0851166519838567,0.902642347772047,-0.5030025230642641,0.867989939605842,-0.16317135532303248,1.2008151601666393,0.5070799781495713,1.5643164641305203,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2020,50-59,Female,25.47,53.1,Middle,7,No,6,1,Yes,6,No,7,2,54.5,-0.3378404233143391,0.2800695000245797,-0.6179099233389188,0,0,0,-0.15177459739074128,0.7393541230354908,0.5448466326838034,0.16988406466649103,-1.5524549255489364,0.1632444572576769,0.5070799781495713,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,30-39,Female,9.6,61.01,Middle,1,Yes,9,2,Yes,5,Yes,7,8,34.5,-0.3413731002712808,0.5138368038377039,-0.8552099041089847,0,0,0,-1.3749074137732964,1.1909659613803019,-1.5508516788123314,1.2170428770755175,-1.2051340329924605,-0.18261244371197724,0.5070799781495713,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,25-29,Male,36.69,57.83,Low,4,Yes,2,5,No,4,No,3,5,27.0,-0.33960676179280996,-0.8804560738644353,0.5408493120716253,0,0,0,0.7129733673107248,1.0094077254844105,-0.5030025230642641,-1.226327685212211,-0.16317135532303248,-0.5284693446816314,-0.8865711916994635,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,40-49,Female,10.73,59.82,Low,2,Yes,3,6,Yes,1,Yes,7,5,44.5,-0.6888898137088324,-0.6454116057278526,-0.04347820798097979,0,0,0,-1.2878160412142359,1.123024357381525,-1.201568626896309,-0.8772747477425354,0.1841495372334435,-1.5660400475905938,0.5070799781495713,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,20-24,Male,45.06,53.97,Middle,1,No,1,1,No,2,Yes,5,2,22.0,-1.3856895790624066,-0.9951031253592575,-0.39058645370314915,0,0,0,1.3580661003366852,0.7890257158749325,-1.5508516788123314,-1.5753806226818865,-1.5524549255489364,-1.2201831466209396,-0.1897456067749461,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,80+,Male,12.05,47.01,Low,2,No,6,8,No,8,Yes,10,6,82.5,-0.5148370672436449,0.8590535597999412,-1.3738906270435862,0,0,0,-1.1860809865434752,0.39165297315939684,-1.201568626896309,0.16988406466649103,0.8787913223463955,0.8549582591969852,1.5523183555363476,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,50-59,Female,33.37,15.45,Low,4,No,4,2,No,1,Yes,3,7,54.5,0.008498731137565274,-0.9936110165209723,1.0021097476585377,0,0,0,0.4570942904115387,-1.4102268774300146,-0.5030025230642641,-0.52822181027286,-1.2051340329924605,-1.5660400475905938,-0.8865711916994635,0.5199999853393946,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,30-39,Female,21.8,23.79,Middle,5,Yes,5,2,Yes,7,No,6,9,34.5,0.5312457500259518,0.16286655703715305,0.36837919298879873,0,1,0,-0.43462887817990165,-0.934064711589847,-0.15371947114824155,-0.17916887280318447,-1.2051340329924605,0.509101358227331,0.1586671856873126,1.216210971200145,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2023,60-69,Both,36.28,59.03,Middle,3,Yes,7,8,Yes,1,No,5,2,64.5,-1.036406527146384,-0.4122828840764578,-0.6241236430699262,0,0,0,0.6813738427538979,1.0779202673319168,-0.8522855749802865,0.5189370021361666,0.8787913223463955,-1.5660400475905938,-0.1897456067749461,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,50-59,Male,15.83,65.4,Low,5,Yes,4,5,No,4,Yes,5,2,54.5,-0.6871234752303615,-0.4154789205764791,-0.27164455465388243,0,0,0,-0.8947487845317513,1.4416076769724289,-0.15371947114824155,-0.52822181027286,-0.16317135532303248,-0.5284693446816314,-0.1897456067749461,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,10-14,Both,11.23,48.93,Middle,2,Yes,9,2,No,5,Yes,8,8,12.0,-0.16673157431326963,0.6299744013251235,-0.7967059756383932,0,0,0,-1.2492800356571296,0.5012730401154067,-1.201568626896309,1.2170428770755175,-1.2051340329924605,-0.18261244371197724,0.85549277061183,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,50-59,Female,6.95,11.01,High,8,Yes,7,1,Yes,7,No,8,4,54.5,0.18490659557404737,0.6278437103251092,-0.44293711475106184,0,0,0,-1.57914824322596,-1.6637232822657875,0.8941296845998259,0.5189370021361666,-1.5524549255489364,0.509101358227331,0.85549277061183,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,80+,Both,41.45,57.14,Low,1,No,10,2,Yes,8,Yes,5,9,82.5,-0.16732035380609322,0.7437694889890775,-0.9110898427951707,0,1,0,1.0798361402143775,0.9700130139220947,-1.5508516788123314,1.566095814545193,-1.2051340329924605,0.8549582591969852,-0.1897456067749461,1.216210971200145,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2023,30-39,Female,41.62,35.57,Low,1,No,4,7,No,7,No,7,8,34.5,-0.3413731002712808,0.16265317536801413,-0.5040262756392949,0,0,0,1.0929383821037932,-0.2614999257868283,-1.5508516788123314,-0.52822181027286,0.5314704297899194,0.509101358227331,0.5070799781495713,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,25-29,Both,23.38,64.3,Low,9,No,4,5,Yes,3,No,5,5,27.0,0.5336008679972462,-0.5307645542330306,1.0643654222302767,1,0,1,-0.31285510061944577,1.3788045136122145,1.2434127365158483,-0.52822181027286,-0.16317135532303248,-0.8743262456512856,-0.1897456067749461,-0.17621100052135585,2.05274556091395,-0.4998437451132192,1.771259541706893
2023,60-69,Male,34.51,30.55,High,2,No,4,2,Yes,5,No,5,6,64.5,-0.5148370672436449,-0.3001932869199278,-0.21464378032371706,0,0,0,0.5449563830817412,-0.5481107258488956,-1.201568626896309,-0.52822181027286,-1.2051340329924605,-0.18261244371197724,-0.1897456067749461,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,20-24,Both,37.54,20.89,High,5,No,7,9,No,9,No,2,4,22.0,-0.33901798229998636,0.16158939271369452,-0.5006073750136809,0,0,0,0.7784845767578057,-1.0996366877213202,-0.15371947114824155,0.5189370021361666,1.2261122149028714,1.2008151601666393,-1.2349839841617223,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,10-14,Male,47.78,26.48,High,3,Yes,2,10,Yes,9,No,2,9,12.0,0.18196269810992927,-0.420165503069098,0.6021282011790272,0,1,0,1.5677019705673436,-0.7804824302816873,-0.8522855749802865,-1.226327685212211,1.5734331074593475,1.2008151601666393,-1.2349839841617223,1.216210971200145,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2020,20-24,Male,40.66,36.24,Low,10,No,7,5,Yes,10,Yes,10,7,22.0,1.0563478868856326,1.2059758062696024,-0.1496279193839698,1,0,1,1.018949251434149,-0.2232470899219706,1.5926957884318709,0.5189370021361666,-0.16317135532303248,1.5466720611362934,1.5523183555363476,0.5199999853393946,2.05274556091395,-0.4998437451132192,1.771259541706893
2024,70-79,Female,28.48,36.64,High,10,Yes,9,8,No,2,Yes,6,8,74.5,1.2304006333508204,0.051842305380630165,1.1785583279701903,1,0,1,0.08021215606303897,-0.20040957597280196,1.5926957884318709,1.2170428770755175,0.8787913223463955,-1.2201831466209396,0.1586671856873126,0.8681054782697698,2.05274556091395,-0.4998437451132192,1.771259541706893
2020,60-69,Both,27.83,64.58,High,3,Yes,2,6,Yes,4,No,3,6,64.5,-0.34019554128563356,-0.8804560738644353,0.5402605325788017,0,0,0,0.030115348838800567,1.3947907733766327,-0.8522855749802865,-1.226327685212211,0.1841495372334435,-0.5284693446816314,-0.8865711916994635,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,30-39,Male,41.06,47.32,Low,3,No,1,9,Yes,2,Yes,8,3,34.5,-0.8623537806811964,-0.6466903328969987,-0.21566344778419766,0,0,0,1.0497780558798344,0.40935204647000273,-0.8522855749802865,-1.5753806226818865,1.2261122149028714,-1.2201831466209396,0.85549277061183,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,60-69,Both,24.76,65.08,Middle,9,No,2,1,Yes,6,No,2,7,64.5,0.8817063609276214,-0.7660224040387522,1.6477287649663737,1,0,1,-0.20649572528183208,1.4233376658130936,1.2434127365158483,-1.226327685212211,-1.5524549255489364,0.1632444572576769,-1.2349839841617223,0.5199999853393946,2.05274556091395,-0.4998437451132192,1.771259541706893
2020,30-39,Both,49.06,48.66,Low,8,No,5,10,No,3,Yes,6,3,34.5,0.010853849108859781,-0.2982759775890525,0.3091298266979123,0,0,0,1.666354144793536,0.4858577181997177,0.8941296845998259,-0.17916887280318447,1.5734331074593475,-0.8743262456512856,0.1586671856873126,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,40-49,Male,49.26,22.41,Low,10,No,8,10,No,8,No,2,1,44.5,0.01203140809450709,0.16265473821370166,-0.15062333011919457,1,0,0,1.6817685470163781,-1.012854134714479,1.5926957884318709,0.867989939605842,1.5734331074593475,0.8549582591969852,-1.2349839841617223,-1.5686329722428567,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2024,40-49,Both,18.18,17.11,High,1,No,3,9,No,9,No,8,1,44.5,-1.5597423255275942,0.39301106101197797,-1.952753386539572,0,0,0,-0.7136295584133516,-1.3154511945409646,-1.5508516788123314,-0.8772747477425354,1.2261122149028714,1.2008151601666393,0.85549277061183,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,70-79,Both,42.52,58.85,High,2,Yes,8,8,Yes,1,No,2,9,74.5,0.007321172151917965,-0.644344697382158,0.651665869534076,0,1,0,1.1623031921065852,1.067643386054791,-1.201568626896309,0.867989939605842,0.8787913223463955,-1.5660400475905938,-1.2349839841617223,1.216210971200145,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2022,80+,Male,7.88,45.21,Low,10,Yes,10,2,No,5,Yes,9,7,82.5,1.0563478868856326,0.8624629779691015,0.1938849089165311,1,0,1,-1.5074712728897421,0.2888841603881378,1.5926957884318709,1.566095814545193,-1.2051340329924605,-0.18261244371197724,1.2039055630740887,0.5199999853393946,2.05274556091395,-0.4998437451132192,1.771259541706893
